xml,extend abstract,workshop,name,weight,transmiss,use applic,guest introduct,autonomi,use transform,use agent,virtual realiti,versu,among,user interfac,vlsi,stabil,valid model,satellit,symmetri,vehicl,intuitionist,mpeg,provis,perturb,workbench,clinic,problem network,itemset,learn algorithm,string,gener framework,block network,comput function,window,varianc,summari,realist,visualis,techniqu network,toward model,workflow system,storag retriev,valu decomposit,data transmiss,adapt network,coordin system,two convex,mpeg compress,toward databas,adapt hypermedia,cdma system,speech recognit,file system,video segment,model studi,tool program,tool learn,tool techniqu,video applic,decis system,video sequenc,high speed,knowledg case,gener analysi,planar graph,classifi system,unifi approach,toler system,perform server,relat structur,framework simul,tempor logic,probabl network,studi support,fast recognit,debug program,transit system,comput block,multimedia inform,java virtual,deploy system,rout protocol,linear time,use character,use depend,use intellig,use domain,use logic,person use,network manag,maximum graph,process descript,analysi access,test system,document use,side,design base,portabl,uniqu,simultan,roadmap,profil,transduc,invit,loop,deliveri,quantiz,chemic,wdm,homomorph,coupl,wrapper,affin,root,year,emul,receiv,phone,uniform,remov,virtuellen,trust,surviv,ration,provid,diagnost,trend,conform,crossov,causal,vote,design algorithm,effici queri,unit,router support,review system,templat,support distribut,effici object,method problem,warehous,softwar environ,static analysi,structur motion,web base,analyz system,multistag network,cmo,contract,quantifi,possibl,collis,school,persist,skeleton,warp,movement,trade,reusabl,phylogeni,robocup,contextu,intension,nest,distribut resourc
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07449570616615042,0.08767025749981383,0.0791122106094948,0.08811255272404528,0.0795657202097515,0.07924707046609647,0.07299339794853199,0.0748543434803901,0.06032308203458547,0.07842711961371818,0.07438032388077798,0.06985299243778376,0.06457278723529769,0.06604249511378202,0.07866495220384595,0.07019240135963623,0.07745772574834586,0.07148089879365072,0.0845533772490793,0.05886166947050053,0.06522070195320828,0.0708906682519247,0.09417554072798562,0.060594433638456846,0.07115770603512872,0.06433837291260758,0.05384735662614615,0.08563298779964001,0.07870967976482734,0.06473261174469747,0.058426242674783246,0.06528564202775322,0.05976383688242748,0.06564091121795346,0.06518529516001037,0.0848419679086383,0.08312265143651132,0.07696817747160034,0.0641491657014911,0.058463281364854236,0.07079802882038566,0.06911643645652121,0.06817835807558437,0.0766882775611818,0.08541641706614989,0.07057246641958403,0.07196506631371247,0.07194960586140464,0.08704249620672555,0.07888810569192906,0.11253063381799422,0.05275271015467309,0.0753387170170251,0.06428871441657535,0.08199002353737284,0.06460717860011089,0.07851632183858348,0.07884206768652902,0.06349816945314612,0.0703277214842779,0.058853190788703325,0.07713728113521878,0.08475720069527926,0.05693230753278922,0.06295410245021704,0.06276217541598783,0.06496422359165799,0.06999126980657522,0.076031362662487,0.05247751851271931,0.06486169419570598,0.05206147654726123,0.0706395232457726,0.06566315958962599,0.06387897197922587,0.0567293872760658,0.07614895787558829,0.07677279243225799,0.06601328768246684,0.0776477094749718,0.064937148455397,0.07922681902927375,0.05153119091003655,0.0821478241650998,0.0583121844227148,0.0644612524513849,0.07201637552995066,0.07836634511988261,0.058137624376177754,0.06445558502689885,0.08016464786667554,0.06356220718422156,0.08679052156863465,0.06316354655251555,0.05188926197707244,0.06286083732796588,0.08595506054289048,0.06424839301692264,0.06533032053587706,0.05947455752511854,0.06992372229106059,0.0780067294374599,0.062491223467239565,0.07622376244684292,0.09298993496161978,0.07837687424801665,0.07036061313908037,0.07799716642253474,0.07147344758578822,0.06390106647597293,0.04508964890778089,0.05278924036089938,0.09215088292100648,0.0663696673509594,0.057530689130575796,0.0693336342184081,0.07047035827945958,0.06434134302604866,0.08384828419375068,0.07053151923933942,0.06974775568043157,0.06896425497070324,0.0718602711869496,0.05720034336117197,0.07166522663276775,0.07553534795621819,0.07780038466856731,0.0772636593090571,0.07230181811177971,0.06340747588123874,0.05884360150864154,0.06403257917179717,0.07080913707772107,0.07141221507011997,0.06502027959726853,0.07203196165170134,0.06986385215976709,0.07816311622715455,0.06483142136490039,0.10055326002594522,0.07078246040204783,0.06943573076038534,0.07105670197557779,0.07563259145495993,0.07138281027529692,0.06535321185448029,0.07098276436212114,0.05817773129482984,0.05832021639839091,0.07693385757155036,0.07336043045258744,0.053551843828811174,0.05656702298694627,0.08590012732522145,0.05685426118531678,0.08637201238974446,0.05302115135787788,0.08091825109261097,0.07324101587207055,0.0912835866727606,0.07474470687670454,0.06930003724014377,0.07674649795160182,0.08877481919656982,0.06492916388856196,0.06426503386732074
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.11048572136978008,0.11367434635569895,0.11011649585258432,0.12315460672857759,0.11028999605234391,0.11096331464978837,0.11103665280602304,0.11448606687082807,0.10254015148736972,0.10971489579999483,0.10444163944494289,0.10731089246957837,0.1067360301007938,0.09488531076141993,0.10314547564296783,0.10772547780079333,0.11693601213710059,0.10176332887608985,0.11926561760187449,0.1001658713702892,0.10210043582763806,0.10216077464766793,0.12394238889778875,0.09489929531167973,0.10962579251793514,0.09900031007811994,0.09533326147958343,0.11166798455524019,0.1036941207866171,0.10138025672307938,0.09976968770654737,0.10266684019848271,0.10191463553649116,0.10280277979604446,0.10042467696898305,0.11173725426345893,0.10917448746128045,0.10139982166504002,0.10607706910858417,0.09978442472126747,0.10143612444154582,0.0988672008829703,0.1053336499138563,0.10141811492668718,0.11305404806597286,0.10912273627426083,0.10416006655362775,0.10397549620523505,0.1245094278441139,0.10441341370970825,0.12972906910212212,0.09372466033677518,0.10785276323294668,0.10145914368899356,0.10790529371484803,0.09298806328730191,0.11151991991890475,0.1037943228236583,0.09998463049042616,0.10828022189533337,0.09486015910517764,0.10154999855814484,0.1034883153286994,0.10115046544631068,0.09919777804578944,0.09896983233219314,0.09395241473205984,0.10019750998833676,0.1176684979260445,0.10195708338887577,0.1017741940452741,0.09249655973534465,0.09347335382015642,0.10339363803624335,0.11863549135835538,0.10067544689858021,0.10892682987281377,0.11870999564922446,0.10363480292108307,0.11996353208421551,0.09391325818880769,0.10445160810859422,0.10011849031065079,0.1166083657623811,0.09948140455362109,0.10150110724148531,0.10191713957978998,0.10316804166303073,0.09167736616147659,0.11040893585544176,0.10472736053241882,0.10872499901702881,0.10597099467605953,0.0996027554872917,0.10062808437153614,0.10759758509083606,0.11247285575527277,0.10097569510412141,0.10301954683357151,0.0936490249867501,0.11633949632513718,0.11272873983814569,0.10696492474902808,0.1093047367004868,0.12313690112741049,0.12129848449306913,0.11079027893838311,0.10332190670855246,0.1022387736194672,0.10068992428548151,0.0932920402647518,0.0933375899933474,0.12182277994285096,0.11360357630916118,0.10215251249914536,0.10703579698097399,0.10208186845753286,0.10146002570991253,0.11088702463010813,0.11725888861096911,0.10990264522714266,0.09872726477690064,0.10236667614340678,0.10605841843193375,0.1038127294470963,0.10813425448961722,0.11104672296485651,0.11946899897531282,0.09559246131542676,0.10242262532520685,0.1044274610296001,0.09267882390409155,0.10939812964369333,0.10344622225617184,0.10253064249737187,0.11350190481674716,0.10096134104075194,0.12075982105229932,0.11089602668676901,0.12401935808224707,0.1213460564489508,0.09940221609977973,0.10284532740640595,0.10845699857344537,0.11265490172530535,0.10007527028950036,0.11193289972554288,0.10330141204772225,0.10361633471872356,0.10200268352980857,0.09707377905475956,0.08655675197077084,0.10050147187071934,0.11360053012451732,0.10101180209828675,0.11422458500262811,0.09420159432778707,0.10736133677919124,0.10380577206088215,0.11239233677606286,0.10709074128783036,0.10912028923197936,0.11015545532805526,0.10949218441834041,0.10230991369004971,0.10387266243583904
